num__Age,num__Membership_Years,num__Login_Frequency,num__Session_Duration_Avg,num__Pages_Per_Session,num__Cart_Abandonment_Rate,num__Wishlist_Items,num__Total_Purchases,num__Average_Order_Value,num__Days_Since_Last_Purchase,num__Discount_Usage_Rate,num__Returns_Rate,num__Email_Open_Rate,num__Customer_Service_Calls,num__Product_Reviews_Written,num__Social_Media_Engagement_Score,num__Mobile_App_Usage,num__Payment_Method_Diversity,num__Lifetime_Value,num__Credit_Balance,cat__Gender_Female,cat__Gender_Male,cat__Gender_Other,cat__Country_Australia,cat__Country_Canada,cat__Country_France,cat__Country_Germany,cat__Country_India,cat__Country_Japan,cat__Country_UK,cat__Country_USA,cat__City_Adelaide,cat__City_Bangalore,cat__City_Berlin,cat__City_Birmingham,cat__City_Brisbane,cat__City_Calgary,cat__City_Chennai,cat__City_Chicago,cat__City_Cologne,cat__City_Delhi,cat__City_Frankfurt,cat__City_Glasgow,cat__City_Hamburg,cat__City_Houston,cat__City_Hyderabad,cat__City_Kyoto,cat__City_Leeds,cat__City_London,cat__City_Los Angeles,cat__City_Lyon,cat__City_Manchester,cat__City_Marseille,cat__City_Melbourne,cat__City_Montreal,cat__City_Mumbai,cat__City_Munich,cat__City_Nagoya,cat__City_New York,cat__City_Nice,cat__City_Osaka,cat__City_Ottawa,cat__City_Paris,cat__City_Perth,cat__City_Phoenix,cat__City_Sydney,cat__City_Tokyo,cat__City_Toronto,cat__City_Toulouse,cat__City_Vancouver,cat__City_Yokohama,cat__Signup_Quarter_Q1,cat__Signup_Quarter_Q2,cat__Signup_Quarter_Q3,cat__Signup_Quarter_Q4,Churned
-1.5594163091964848,-0.5320634593289865,-0.08382380991372375,-1.173711238799381,-0.4169093340058597,0.15520674839409956,-0.09106573894014773,-0.01785643439971333,-0.1577643391268352,-0.8728332407598185,0.41926963871418627,-0.36530423338106705,0.6792278885598632,-0.6329769601443517,0.9799946796413807,0.5718729614859314,-0.2464583553979022,-0.3116210806966716,-0.40173450119707277,-0.05215940599021533,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2496711208338461,0.5880573506748026,-0.597880756228525,-0.9540157483999707,0.3762158857418128,0.6416483621550068,0.5645454857244193,-0.7590155457003348,-0.15127986722665235,-0.7341914402089708,2.108789836387992,-0.6858638063471697,0.26047630180374365,0.8700267838102013,-0.35052779678354334,0.20927685051404016,-0.5497828068956025,0.6135693028426241,-1.0189968954340523,-0.8891940229005586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.234706759310478,-0.14245622106679892,0.17320466324367684,-0.09433774248923467,0.13007357616494877,0.3091439679386905,-0.41887135127243125,-0.38843599005002405,0.1920978601645695,-0.8728332407598185,-0.13419387431688798,-0.17971711219016553,-0.7069842607017738,0.11852491183292477,0.09297969535809798,-0.9924702601356566,-0.7519991078940694,0.6135693028426241,-0.053992557968999925,-0.5373527983559929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7735691961789016,1.7081781606785913,1.7153755021880805,2.828567477607268,2.3180052168481837,-1.4888427563421316,1.5479623227212698,1.2649189505436702,0.1238113830003361,0.30562206392238705,-0.3060588599423268,0.6976038243486417,1.8777238092756532,-0.6329769601443517,0.9799946796413807,0.46827407263681964,-0.07794477123251319,2.4639500699212156,1.842707332339945,1.1732036735656115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.012277916838681647,-1.0677734119394942,1.7153755021880805,0.45012499458756444,-0.1434178789204556,-0.9038813220726861,-0.09106573894014773,0.2672047622543719,0.03706910119712076,-0.664870539933547,-1.6800077563264852,-0.19658866866206562,1.0691000555396988,-0.6329769601443517,0.09297969535809798,-0.023820649396461342,1.5959568314770174,-0.3116210806966716,0.6942394469333291,0.6328450521663033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.457135601782274,-0.5807643641117599,0.687261609558478,1.281147066967943,1.2787376875236474,-1.4211103797425115,0.5645454857244193,0.3527231212505974,-0.14105435384559475,-0.45690783910727534,-0.44879418698718304,-0.06161621688686453,0.9969015060989884,-0.6329769601443517,-0.7940352889251847,-0.0808000382634729,0.39389326443057593,-1.2368114642359673,-0.08701400735454236,-0.05215940599021533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.297467271523957,0.44195463632648213,0.8157758461371784,1.8160578262012899,2.0445137617627793,-1.242543205070786,-0.09106573894014773,0.8373271555625423,-0.011065632523467466,-0.630210089795835,-1.4372606014882947,0.2758149125511381,2.5563901740183295,-2.1359807040989045,0.9799946796413807,0.8671297947058998,2.2700111681385735,0.6135693028426241,0.5815045723744539,-0.05215940599021533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.012277916838681647,-0.23985803063234587,0.687261609558478,1.2524911334375852,1.0599445234553238,-1.5750475992871025,0.8923510980567029,0.5522659589084571,0.550988439563152,-0.7341914402089708,1.349476736054132,2.1485576809320537,0.7442065830565023,-1.3844788321216281,1.423502171783022,0.24553646161122908,0.10180305187723485,-0.3116210806966716,3.2717691266819444,1.9759229117858057,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.1228345797422719,0.782860969805896,-0.9834234659646258,0.6602685071435225,0.7864530683699194,-1.9198669710669862,0.8923510980567029,-0.5879788277078838,0.35810034080925085,-1.0114750413106661,-0.36917312020025655,0.9506771714271437,-0.7430835354221289,0.11852491183292477,1.423502171783022,0.6081325725831203,0.15797424659903117,-1.2368114642359673,0.48812062079887336,0.12462995004637507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5361759921837371,-0.6294652688945334,-1.3689661757007268,-1.1163993717386653,-0.9638922441766684,0.33993141184760867,-0.41887135127243125,-0.7305094260349264,-0.11017829149010867,-0.8728332407598185,-0.07787653439442795,1.2374936314494462,-0.8730409244154073,0.8700267838102013,-0.7940352889251847,-1.50528475993876,-1.2575398603902364,1.53875968638192,-0.8093637383408939,-0.7832072836550351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
